sec	CH1	CH2	CH40	CH41	
6.3685	0.0415039	-0.0244141	177.515	0.338	
6.369	0.0415039	-0.0244141	177.515	0.338	
6.3695	0.0390625	-0.0244141	177.515	0.338	
6.37	0.0390625	-0.0244141	177.515	0.338	
6.3705	0.0366211	-0.0244141	177.515	0.338	
6.371	0.0341797	-0.0244141	177.515	0.338	
6.3715	0.0341797	-0.0244141	177.515	0.338	
6.372	0.0317383	-0.0244141	177.515	0.338	
6.3725	0.0317383	-0.0244141	177.515	0.338	
6.373	0.0292969	-0.0244141	177.515	0.338	
6.3735	0.0292969	-0.0244141	177.515	0.338	
6.374	0.0268555	-0.0244141	177.515	0.338	
6.3745	0.0268555	-0.0244141	177.515	0.338	
6.375	0.0268555	-0.0244141	177.515	0.338	
6.3755	0.0268555	-0.0244141	177.515	0.338	
6.376	0.0268555	-0.0244141	177.515	0.338	
6.3765	0.0268555	-0.0244141	177.515	0.338	
6.377	0.0268555	-0.0244141	177.515	0.338	
6.3775	0.0268555	-0.0244141	177.515	0.338	
6.378	0.0292969	-0.0244141	177.515	0.338	
6.3785	0.0292969	-0.0244141	177.515	0.338	
6.379	0.0292969	-0.0244141	177.515	0.338	
6.3795	0.0317383	-0.0244141	177.515	0.338	
6.38	0.0317383	-0.0292969	177.515	0.338	
6.3805	0.0341797	-0.0292969	177.515	0.338	
6.381	0.0341797	-0.0292969	177.515	0.338	
6.3815	0.0341797	-0.0292969	177.515	0.338	
6.382	0.0341797	-0.0292969	177.515	0.338	
6.3825	0.0341797	-0.0292969	177.515	0.338	
6.383	0.0317383	-0.0292969	177.515	0.338	
6.3835	0.0317383	-0.0292969	177.515	0.338	
6.384	0.0341797	-0.0292969	177.515	0.338	
6.3845	0.0341797	-0.0292969	177.515	0.338	
6.385	0.0341797	-0.0292969	177.515	0.338	
6.3855	0.0341797	-0.0292969	177.515	0.338	
6.386	0.0366211	-0.0292969	177.515	0.338	
6.3865	0.0390625	-0.0292969	177.515	0.338	
6.387	0.0390625	-0.0292969	177.515	0.338	
6.3875	0.0415039	-0.0292969	177.515	0.338	
6.388	0.0439453	-0.0292969	177.515	0.338	
6.3885	0.0439453	-0.0292969	177.515	0.338	
6.389	0.0463867	-0.0292969	177.515	0.338	
6.3895	0.0488281	-0.0292969	177.515	0.338	
6.39	0.0488281	-0.0292969	177.515	0.338	
6.3905	0.0488281	-0.0292969	177.515	0.338	
6.391	0.0488281	-0.0292969	177.515	0.338	
